amplitude_max_max,pitch_max_max,sound_intensity_max_max,amplitude_min_min,pitch_min_min,sound_intensity_min_min,amplitude_mean_kalman_mean,amplitude_mean_kalman_median,amplitude_mean_kalman_std,pitch_mean_kalman_mean,pitch_mean_kalman_median,pitch_mean_kalman_std,sound_intensity_mean_kalman_mean,sound_intensity_mean_kalman_median,sound_intensity_mean_kalman_std,sound_intensity_mean_kalman_max_freq_mean,sound_intensity_mean_kalman_freq_weighted_mean,sound_intensity_mean_kalman_freq_0.0_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.1_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.2_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.3_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.4_Hz_ws_10_mean,sound_intensity_mean_kalman_freq_0.5_Hz_ws_10_mean,amplitude_mean_kalman_max_freq_mean,amplitude_mean_kalman_freq_weighted_mean,amplitude_mean_kalman_freq_0.0_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.1_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.2_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.3_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.4_Hz_ws_10_mean,amplitude_mean_kalman_freq_0.5_Hz_ws_10_mean,pitch_mean_kalman_max_freq_mean,pitch_mean_kalman_freq_weighted_mean,pitch_mean_kalman_freq_0.0_Hz_ws_10_mean,pitch_mean_kalman_freq_0.1_Hz_ws_10_mean,pitch_mean_kalman_freq_0.2_Hz_ws_10_mean,pitch_mean_kalman_freq_0.3_Hz_ws_10_mean,pitch_mean_kalman_freq_0.4_Hz_ws_10_mean,pitch_mean_kalman_freq_0.5_Hz_ws_10_mean,amplitude_autocorrelation_lag_0_mean,amplitude_autocorrelation_lag_1_mean,amplitude_autocorrelation_lag_2_mean,amplitude_autocorrelation_lag_3_mean,amplitude_autocorrelation_lag_4_mean,amplitude_autocorrelation_lag_5_mean,amplitude_autocorrelation_lag_6_mean,amplitude_autocorrelation_lag_7_mean,amplitude_autocorrelation_lag_8_mean,amplitude_autocorrelation_lag_9_mean,amplitude_autocorrelation_lag_10_mean,sound_intensity_autocorrelation_lag_0_mean,sound_intensity_autocorrelation_lag_1_mean,sound_intensity_autocorrelation_lag_2_mean,sound_intensity_autocorrelation_lag_3_mean,sound_intensity_autocorrelation_lag_4_mean,sound_intensity_autocorrelation_lag_5_mean,sound_intensity_autocorrelation_lag_6_mean,sound_intensity_autocorrelation_lag_7_mean,sound_intensity_autocorrelation_lag_8_mean,sound_intensity_autocorrelation_lag_9_mean,sound_intensity_autocorrelation_lag_10_mean,time_1_last,language_first,tone_first,participant_first,script_first
-37.91190735,520.4073660714286,50.16306122708865,-69.84731745,0.0,17.481880270062003,-53.30957378457809,-52.95055620331715,1.6356254410615758,110.75677340057277,107.03046936680153,25.573809235581614,33.547327320929256,34.09891967932688,1.758656366090834,0.00435979187267285,-0.0009414429172790201,368.31348516401187,-1.3027063106199457,0.5459750097748192,-0.5893405451128985,-0.44769704896272094,0.14537770984628423,0.00193829923621043,0.0002925540957211801,-586.339041799907,-1.3630835437003526,0.35408920756703405,-0.20745584846349488,-0.3080221120400779,0.10991171367627542,0.07887016363235998,0.01907081546827962,1610.3595537287151,14.696902730254255,14.581226904046323,31.207108843827605,23.946341010238385,30.46278801334076,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,109,ch,bus,subject1,t1
-37.86692432,522.5390625,51.0794899828677,-69.49442437,0.0,18.69231719730976,-51.262055260550234,-51.52802851122384,1.4317713440127202,113.70653882463205,117.17448962348838,17.40356767335706,35.09801911341773,34.98740865895422,1.2610142840739675,0.00541421554854351,-0.00324301977337262,378.477360260253,-1.4392089548544575,-1.792193731610574,-0.391128127807378,-0.29558990233801896,-0.8102591484051971,0.00291517545602027,0.002507232998135415,-575.7436293322794,-1.2007415837689748,-1.5890405472568503,-0.6293939513346161,-0.9315878802184898,-0.9800771864609201,0.055390945946347137,0.0010376495943595905,1169.3188421095729,16.73602648816572,-1.0121485164881854,4.596425013297212,4.985181181074481,-0.8026515176854183,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,119,ch,bus,subject1,t1
-37.42277308,3163.75,51.15370834801824,-70.93341103,0.0,14.14973347970818,-54.01616880380699,-54.119684406103026,1.4042834419467778,121.54020167479109,105.54548001734828,38.00420339295831,32.56599988650675,32.73642099900362,1.4173841529436113,0.00275096495626032,0.00523266296570317,371.20700524572635,1.9052421329474682,1.9629897223611898,1.3185718925668062,0.9739582243706255,1.2748405286882447,0.0014163689435804899,-0.00350917150743823,-577.5957069288615,1.2797582226884472,1.8229754852968014,1.339535129735377,1.1625783294684822,1.2517023642153418,0.07004020474610907,-0.01346960311833093,1394.9869283221606,-36.72562839472967,-11.633253211216845,-8.193364567750894,-10.60231119106354,-4.9529432608431545,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,129,ch,bus,subject1,t1
-37.85313336,468.0873325892857,49.29883627569463,-68.92166894,0.0,18.260748027008265,-51.43551518714581,-51.53855356345804,1.4539845483622367,102.36476885130972,104.85340457218574,14.74822473783398,35.35940085538848,35.53115828441045,1.434504793062373,0.00501248151985363,-0.00614566714455098,371.41721637441395,-0.04377906888091108,-1.9797041622452825,-1.723141110872976,-1.341984856214312,-1.506999613206355,0.00220504623309911,0.0031631684273933703,-583.765304341322,0.6185306728972023,-1.6980294524447188,-1.6611739204427096,-1.2742904188500261,-1.1913131314372085,0.061979319036911715,0.01396162485658417,1103.4449143709892,61.60462676298424,18.991683288456898,13.168825853864401,13.576647393709333,9.406868726841585,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,139,ch,bus,subject1,t1
-38.86348002,686.40625,49.81859362821754,-69.89261634,0.0,15.563025007672874,-51.96966175478774,-51.70944799823938,1.7474256894010216,124.23710797619117,124.5252193189305,21.008721539423114,33.76423651674768,33.95972288355588,1.932248561375843,0.00268703446136378,0.00237751490944209,386.4178434494575,-1.7463411401721012,0.26263554172642,1.0216623412364818,0.9786243288008933,0.7512019083162047,0.00157573447661387,-0.00032125538201272,-563.9362041798867,-1.8412774322343963,-0.18406548212532242,0.562340619104161,0.6264402046720384,-0.0906693487751454,0.027504241581456,-0.01784039009531854,1301.6518110234877,-38.82320843171924,-17.126071313538723,-10.8046772861205,-9.298323899692665,-11.767395898469172,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,149,ch,bus,subject1,t1
-39.47158552,3737.96875,49.77037335224681,-71.04683268,0.0,16.232492903979004,-51.78754658855159,-51.7098054606922,1.1705292267369487,127.94640000782654,104.96953547636423,55.60559282625884,34.57776604752961,34.860723029975176,1.1774267346218876,0.0065174203057781505,-0.00118872269742935,371.99746006221795,0.8526495677126157,0.3251119587296863,-0.7378889712230758,-0.6431383450949089,-0.09216339912106375,0.0021479445085326302,-0.00042975077660509995,-574.7915130756753,1.0464367572625293,0.7790357335435715,-0.35222186174606096,-0.08975934270692962,0.1791256001519585,0.1092468697073028,-0.00024369802371419086,1272.552862365841,63.69607256177083,-9.499468723197495,-0.24557258453794475,-7.329404271702425,0.4060357037979937,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,159,ch,bus,subject1,t1
-39.36826388,427.890625,49.35764139014463,-70.82883947,0.0,15.563025007672874,-51.714342314438774,-51.1106499127511,1.490912850312638,98.78864067906058,98.09153279883799,26.772143717670897,33.90571643276992,33.80772876366436,2.030743431642998,0.00282019417095896,0.0006211739155372502,380.6400807565575,-1.5094358757400825,0.5126922876970916,0.3553401021072055,0.38535053242685036,0.11372583664299869,0.0011035893599736098,0.0006456835495701,-564.9707080249054,-1.365796812676318,-0.5917785439175887,-0.15868490178293793,-0.30284732656049934,0.07295536035626586,0.13923852947674467,0.0010471457973839603,1400.820741918214,-63.04108817560668,27.632465221438757,9.299051265726014,17.49672273362471,11.907678038756234,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,169,ch,bus,subject1,t1
-32.31921397,445.234375,56.916436765515066,-72.10119922,0.0,16.989700043360187,-48.030280394823684,-44.61770956685305,8.633874608332073,53.95928725177218,52.86350007130382,27.725828190908313,31.011408222619696,29.396409889488858,7.556807954518846,0.03330519879829613,0.00924728769625976,335.6021073638074,12.524341303541856,0.7790004841923226,2.4150142647295474,1.5703173460672037,1.3917132997999553,0.02377354713412996,0.00308084896048072,-567.113128712857,3.7402400331331216,1.302025900655087,-1.7398513318497897,-2.4896896652822638,-1.685043309640936,0.1793977479217903,0.042221018200077474,723.791618808135,81.18001143279666,23.164282847252814,28.87851399913388,23.394213276718762,24.82469277486353,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,6,ch,bus,subject1,t1
-35.0364804,1113.90625,52.93751367019014,-67.75105976,0.0,22.174839442139064,-49.032781733204665,-50.13396598042215,2.449519154139672,127.46791333752833,121.24602326204817,24.435594505013828,38.25451154567355,37.89136820048823,2.223953357755218,0.03145788274160251,-0.02153446376998278,400.3432784465991,-12.974369366471564,-3.832096177101465,-5.262684304322282,-3.7531383043864053,-3.7866058466094414,0.01966188656125574,-0.0001951891797773199,-513.4702062596815,-5.386733937255549,-2.8844662752746713,-0.08627052701895863,0.9932857539493234,-0.0672540560896818,0.11652217484687828,-0.08372253801633775,1015.0827042747421,-51.661881296105605,-36.67927148757918,-48.27527903219792,-36.01066571951672,-38.13817471722463,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,16,ch,casual,subject1,t1
-33.00160547,441.09375,56.89616042670143,-69.53936134,0.0,18.97627091290441,-49.1674436744163,-49.734528103045214,2.7384635141151117,121.47654656505775,121.15008581419495,22.204093936718397,38.29373342501494,38.20627564972246,3.55909221311717,0.00814754615712136,0.0010678505937714402,413.79301787518443,2.8994021393848897,0.053638509171310744,0.18723827495771062,0.18163273100800978,0.18139290909043387,0.0033117035336143103,-0.0016297658698543303,-549.3374207950195,3.547544091943152,0.38702912593339117,0.5901280838715856,0.4095375426699455,0.05417202046602756,0.061134668234405554,0.0010942005993863503,1383.4885473389318,0.23527501886769359,-3.5940171220595674,6.666654340508195,2.1769289996066474,3.844408450017035,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,26,ch,casual,subject1,t1
-33.04435492,524.453125,55.560189104096736,-71.02649146,0.0,17.634279935629372,-48.26039629561747,-48.784864216555064,1.6392736559706238,134.23222582681564,131.69882176963398,20.841734900003388,39.78597719668369,40.28099288790196,1.9439127261689633,0.01077446562805723,-0.0035459922605546998,432.85608695041475,-3.2745898207262223,-0.4995278061858395,0.016750647046363736,-1.3061195741751144,-0.7490230835843531,0.004683011935105881,0.0012622325327375369,-533.1426901515928,-2.1943745005236366,-0.4762182544820675,-0.4614447813072019,-0.4661398826326618,-0.2514177145476986,0.04183778434403648,-0.007749448280320809,1389.1342074286945,-12.86045763462704,2.3598464596499307,2.3072501011908626,-9.576457018696058,-8.676279514047332,1.0,0.7415377861813918,0.5712232666471331,0.4829576387709008,0.4338432875613182,0.41160307166556614,0.40655383960904123,0.4092522788828733,0.4023808760413853,0.3936394381448303,0.3840643414207364,1.0,0.7663453582606656,0.5881667315791435,0.4725061074913712,0.3835516922955788,0.3325568653168155,0.3046646595591887,0.2808260920495214,0.2647465615919911,0.2550262195742638,0.2463617146654308,36,ch,casual,subject1,t1
